ags,land_total,land_settlement,land_traffic,veg_agri,veg_forrest,veg_wood,veg_heath,veg_moor,veg_marsh,veg_plant_uncover_com,water_total,settlement_ghd
01054061,843.0,154.0,48.0,97.0,46.0,6.0,102.0,,37.0,337.0,16.0,1.0
01054062,1446.0,37.0,73.0,881.0,428.0,1.0,1.0,1.0,8.0,2.0,13.0,0.0
01054063,841.0,18.0,21.0,790.0,1.0,0.0,,,1.0,0.0,9.0,0.0
01054065,1064.0,87.0,79.0,864.0,8.0,0.0,,,5.0,0.0,21.0,1.0
01054068,1744.0,95.0,97.0,1504.0,10.0,2.0,,0.0,1.0,6.0,28.0,1.0
01054070,2580.0,69.0,58.0,2301.0,1.0,3.0,,,11.0,53.0,84.0,0.0
01054071,210.0,8.0,6.0,185.0,7.0,,,,,3.0,1.0,
01054072,777.0,26.0,25.0,708.0,0.0,2.0,,,,,16.0,
01054073,2409.0,150.0,75.0,2000.0,111.0,27.0,,0.0,1.0,1.0,43.0,3.0
01054074,1157.0,26.0,20.0,1000.0,,,,,0.0,46.0,65.0,1.0
01054075,4740.0,324.0,228.0,3711.0,293.0,41.0,1.0,2.0,12.0,18.0,110.0,19.0
01054076,2979.0,382.0,402.0,1624.0,461.0,6.0,0.0,12.0,1.0,32.0,58.0,15.0
01054077,524.0,7.0,11.0,393.0,96.0,1.0,3.0,3.0,1.0,4.0,5.0,
01054078,1840.0,162.0,59.0,100.0,4.0,0.0,2.0,,12.0,1498.0,4.0,2.0
01054079,1962.0,115.0,81.0,1519.0,142.0,0.0,28.0,31.0,1.0,16.0,31.0,47.0
01054080,1071.0,34.0,38.0,749.0,223.0,0.0,2.0,,4.0,1.0,19.0,
01054083,850.0,28.0,32.0,704.0,2.0,1.0,,,3.0,50.0,31.0,1.0
01054084,871.0,170.0,56.0,564.0,67.0,0.0,1.0,,,4.0,9.0,9.0
01054085,1195.0,122.0,39.0,407.0,149.0,3.0,47.0,,2.0,424.0,2.0,5.0
01054086,3158.0,137.0,119.0,2434.0,54.0,10.0,,130.0,40.0,35.0,198.0,6.0
01054087,786.0,128.0,46.0,507.0,58.0,6.0,2.0,,4.0,28.0,5.0,1.0
01054088,3063.0,501.0,209.0,2133.0,25.0,7.0,,,2.0,5.0,180.0,50.0
01054089,589.0,44.0,18.0,122.0,25.0,,9.0,,6.0,363.0,1.0,1.0
01054090,531.0,15.0,18.0,487.0,,,,,,6.0,7.0,
01054091,5726.0,228.0,136.0,4063.0,2.0,6.0,,,7.0,766.0,517.0,13.0
01054092,1350.0,40.0,43.0,1138.0,119.0,0.0,0.0,,,2.0,7.0,0.0
01054093,1864.0,45.0,67.0,1264.0,0.0,0.0,,,2.0,13.0,474.0,3.0
01054094,1087.0,36.0,43.0,935.0,14.0,1.0,,,12.0,14.0,31.0,0.0
01054095,4584.0,128.0,116.0,4135.0,5.0,3.0,,,1.0,22.0,174.0,2.0
01054096,1082.0,51.0,47.0,953.0,11.0,3.0,,1.0,0.0,6.0,10.0,1.0
01054097,994.0,51.0,34.0,870.0,6.0,1.0,1.0,,0.0,23.0,9.0,11.0
01054098,1331.0,47.0,60.0,1114.0,5.0,1.0,,,2.0,61.0,41.0,1.0
01054099,2767.0,120.0,88.0,2094.0,395.0,4.0,,17.0,2.0,7.0,40.0,2.0
01054100,1850.0,58.0,47.0,1709.0,2.0,1.0,,,,2.0,32.0,0.0
01054101,1129.0,66.0,52.0,877.0,126.0,,,,1.0,1.0,7.0,6.0
01054103,3745.0,161.0,91.0,3289.0,,1.0,,48.0,8.0,72.0,76.0,5.0
01054104,1552.0,46.0,41.0,1442.0,2.0,,,,3.0,3.0,15.0,
01054105,542.0,36.0,20.0,447.0,22.0,,,,0.0,4.0,13.0,0.0
01054106,1369.0,117.0,70.0,1133.0,26.0,5.0,,,,5.0,13.0,4.0
01054107,,,,,,,,,,,,
01054108,4591.0,100.0,105.0,3589.0,0.0,0.0,,,0.0,201.0,595.0,7.0
01054109,3603.0,303.0,188.0,2960.0,20.0,2.0,1.0,1.0,16.0,4.0,106.0,16.0
01054110,1984.0,59.0,59.0,1616.0,2.0,1.0,,,18.0,102.0,126.0,3.0
01054113,2835.0,420.0,140.0,1577.0,68.0,31.0,2.0,,6.0,546.0,44.0,6.0
01054116,1964.0,83.0,66.0,1245.0,156.0,101.0,,205.0,2.0,36.0,70.0,2.0
01054118,1563.0,121.0,65.0,1089.0,123.0,,21.0,,2.0,135.0,7.0,0.0
01054119,1376.0,137.0,50.0,1061.0,7.0,7.0,16.0,15.0,19.0,11.0,53.0,0.0
01054120,1748.0,106.0,48.0,1473.0,,1.0,,,9.0,40.0,70.0,0.0
01054121,429.0,24.0,20.0,364.0,2.0,,,,,18.0,2.0,0.0
01054123,1095.0,34.0,39.0,883.0,100.0,,,,,29.0,10.0,0.0
01054124,1137.0,37.0,36.0,927.0,111.0,0.0,,7.0,0.0,0.0,19.0,
01054125,1974.0,157.0,82.0,1365.0,339.0,0.0,1.0,0.0,5.0,0.0,25.0,9.0
01054126,1519.0,77.0,61.0,1318.0,2.0,2.0,,,9.0,1.0,50.0,2.0
01054128,892.0,70.0,48.0,750.0,2.0,,,1.0,0.0,3.0,18.0,6.0
01054129,259.0,22.0,12.0,214.0,5.0,1.0,,,0.0,0.0,5.0,0.0
01054130,260.0,6.0,12.0,197.0,17.0,1.0,,,,7.0,20.0,
01054131,2659.0,191.0,146.0,1556.0,596.0,14.0,65.0,32.0,11.0,2.0,47.0,11.0
01054132,3023.0,29.0,145.0,2563.0,28.0,5.0,,,3.0,164.0,84.0,1.0
01054133,,,,,,,,,,,,
01054134,2949.0,120.0,97.0,2586.0,4.0,0.0,,,3.0,81.0,58.0,1.0
01054135,3642.0,103.0,92.0,3333.0,2.0,0.0,,,11.0,5.0,97.0,1.0
01054136,891.0,28.0,79.0,725.0,43.0,1.0,0.0,,2.0,0.0,13.0,0.0
01054138,4443.0,283.0,163.0,2681.0,312.0,1.0,1.0,31.0,1.0,186.0,783.0,17.0
01054140,620.0,26.0,17.0,547.0,0.0,,,,1.0,12.0,17.0,0.0
01054141,1023.0,38.0,28.0,936.0,1.0,0.0,,,0.0,6.0,14.0,1.0
01054142,706.0,31.0,34.0,563.0,16.0,1.0,,1.0,24.0,17.0,20.0,1.0
01054143,526.0,50.0,26.0,383.0,28.0,0.0,,0.0,7.0,24.0,9.0,0.0
01054144,1896.0,161.0,75.0,1613.0,17.0,2.0,,,1.0,4.0,24.0,7.0
01054145,462.0,35.0,13.0,407.0,1.0,,,,,,5.0,0.0
01054146,618.0,21.0,29.0,557.0,8.0,0.0,,,,,4.0,2.0
01054148,820.0,33.0,35.0,735.0,1.0,,,0.0,,1.0,16.0,
01054149,616.0,258.0,43.0,138.0,6.0,2.0,77.0,,2.0,77.0,12.0,1.0
01054150,1332.0,37.0,32.0,1169.0,,0.0,,,6.0,53.0,35.0,1.0
01054151,,,,,,,,,,,,
01054152,1854.0,79.0,67.0,1359.0,328.0,1.0,,,,1.0,18.0,2.0
01054154,1914.0,62.0,66.0,1453.0,271.0,1.0,16.0,,7.0,7.0,31.0,1.0
01054156,1888.0,63.0,54.0,1637.0,58.0,1.0,,20.0,0.0,25.0,29.0,3.0
01054157,305.0,11.0,12.0,265.0,7.0,1.0,,0.0,2.0,2.0,4.0,
01054158,159.0,11.0,6.0,118.0,3.0,1.0,,,,16.0,2.0,
01054159,1991.0,69.0,61.0,1730.0,103.0,1.0,,,1.0,7.0,20.0,1.0
01054160,261.0,38.0,17.0,11.0,9.0,0.0,9.0,,,170.0,7.0,1.0
01054161,2814.0,94.0,90.0,2562.0,2.0,3.0,,,13.0,2.0,47.0,6.0
01054162,169.0,32.0,8.0,124.0,3.0,,,,,0.0,1.0,
01054163,756.0,37.0,33.0,610.0,49.0,2.0,,,6.0,2.0,16.0,0.0
01054164,808.0,221.0,88.0,391.0,34.0,2.0,,,30.0,13.0,30.0,8.0
01054165,4905.0,99.0,136.0,4561.0,3.0,2.0,,0.0,0.0,1.0,102.0,0.0
01054166,3573.0,162.0,140.0,3103.0,7.0,8.0,,,13.0,10.0,131.0,5.0
01054167,2482.0,153.0,89.0,1813.0,265.0,77.0,5.0,,4.0,23.0,53.0,30.0
01054168,5731.0,957.0,809.0,2245.0,97.0,8.0,90.0,,73.0,760.0,691.0,30.0
01055000,139302.0,11725.0,5212.0,99899.0,13466.0,668.0,19.0,151.0,586.0,1923.0,5652.0,486.0
01055001,9537.0,483.0,248.0,7320.0,1115.0,217.0,,20.0,14.0,36.0,83.0,30.0
01055002,3664.0,136.0,93.0,2686.0,620.0,46.0,,0.0,23.0,22.0,38.0,0.0
01055004,1839.0,537.0,159.0,918.0,185.0,5.0,0.0,0.0,2.0,3.0,29.0,36.0
01055006,854.0,39.0,46.0,736.0,20.0,0.0,,,0.0,0.0,13.0,0.0
01055007,6425.0,292.0,153.0,5346.0,499.0,13.0,,0.0,6.0,10.0,107.0,0.0
01055010,911.0,119.0,44.0,579.0,110.0,1.0,,2.0,,37.0,20.0,0.0
01055011,924.0,39.0,46.0,556.0,280.0,0.0,,,,0.0,3.0,0.0
01055012,4139.0,719.0,240.0,1642.0,913.0,7.0,,0.0,8.0,21.0,589.0,39.0
01055014,2124.0,96.0,36.0,1874.0,55.0,2.0,,,4.0,38.0,19.0,2.0
01055015,4576.0,191.0,139.0,3832.0,89.0,15.0,,7.0,13.0,251.0,39.0,6.0
01055016,5109.0,561.0,179.0,3894.0,352.0,3.0,,,12.0,47.0,62.0,7.0
01055017,2099.0,200.0,111.0,1589.0,41.0,2.0,,,0.0,43.0,113.0,17.0
01055018,2021.0,113.0,70.0,1703.0,56.0,2.0,,,25.0,23.0,30.0,7.0
01055020,1782.0,48.0,23.0,1238.0,435.0,1.0,,,3.0,1.0,33.0,1.0
01055021,1832.0,363.0,151.0,856.0,12.0,18.0,,3.0,4.0,99.0,327.0,17.0
01055022,2955.0,132.0,70.0,2568.0,145.0,1.0,,,5.0,16.0,19.0,0.0
01055023,579.0,29.0,22.0,515.0,10.0,0.0,,,,,3.0,
01055024,3392.0,189.0,79.0,1960.0,985.0,11.0,,5.0,16.0,7.0,141.0,7.0
01055025,817.0,95.0,40.0,211.0,456.0,0.0,,,,11.0,4.0,0.0
01055027,2770.0,249.0,108.0,2074.0,296.0,2.0,,1.0,3.0,1.0,36.0,23.0
01055028,6907.0,679.0,221.0,3481.0,1484.0,37.0,,5.0,59.0,4.0,937.0,24.0
01055029,963.0,31.0,24.0,674.0,230.0,,,,0.0,,4.0,
01055031,2860.0,183.0,70.0,2416.0,59.0,0.0,,0.0,3.0,15.0,115.0,1.0
01055032,1973.0,618.0,175.0,870.0,47.0,8.0,,16.0,5.0,31.0,204.0,37.0
01055033,3969.0,600.0,211.0,2137.0,59.0,118.0,,23.0,37.0,698.0,86.0,37.0
01055035,5962.0,705.0,344.0,3691.0,981.0,28.0,,16.0,50.0,21.0,125.0,60.0
01055036,2581.0,90.0,64.0,2330.0,66.0,2.0,,,6.0,0.0,24.0,
01055037,4146.0,297.0,154.0,3455.0,190.0,2.0,,2.0,0.0,16.0,29.0,10.0
01055038,3912.0,178.0,87.0,2767.0,804.0,11.0,,,10.0,8.0,48.0,2.0
01055039,1950.0,172.0,133.0,1389.0,210.0,20.0,,0.0,,19.0,7.0,1.0
01055040,5670.0,673.0,243.0,4550.0,115.0,7.0,0.0,25.0,7.0,5.0,45.0,39.0
01055041,7529.0,479.0,219.0,5725.0,682.0,14.0,,3.0,49.0,14.0,345.0,17.0
01055042,2013.0,377.0,118.0,779.0,171.0,5.0,,11.0,7.0,32.0,514.0,7.0
01055043,6712.0,270.0,161.0,4964.0,972.0,42.0,,5.0,138.0,46.0,113.0,3.0
01055044,5254.0,634.0,292.0,3327.0,620.0,15.0,,0.0,29.0,36.0,301.0,22.0
01055046,18550.0,1109.0,642.0,15250.0,104.0,14.0,19.0,6.0,46.0,313.0,1047.0,35.0
01056000,66425.0,10939.0,3704.0,40647.0,4597.0,1255.0,67.0,152.0,268.0,1031.0,3765.0,998.0
01056001,2030.0,321.0,122.0,1340.0,32.0,121.0,2.0,28.0,11.0,8.0,46.0,19.0
01056002,1717.0,317.0,99.0,920.0,344.0,12.0,,,2.0,0.0,24.0,28.0
01056003,804.0,47.0,33.0,700.0,6.0,11.0,,,0.0,2.0,4.0,2.0
01056004,620.0,49.0,26.0,515.0,25.0,0.0,3.0,,,0.0,1.0,4.0
01056005,1205.0,208.0,66.0,763.0,127.0,24.0,,,5.0,0.0,12.0,18.0
01056006,1602.0,62.0,46.0,1412.0,36.0,6.0,,,5.0,2.0,32.0,4.0
01056008,856.0,78.0,49.0,635.0,75.0,4.0,,,1.0,2.0,11.0,11.0
01056009,1488.0,145.0,65.0,1063.0,113.0,88.0,,8.0,1.0,1.0,5.0,1.0
01056010,1314.0,90.0,54.0,1108.0,17.0,34.0,,2.0,2.0,,8.0,2.0
01056011,393.0,23.0,16.0,344.0,2.0,6.0,,,,,2.0,0.0
01056013,911.0,188.0,50.0,627.0,15.0,16.0,,,,,16.0,25.0
01056014,1079.0,101.0,49.0,846.0,62.0,14.0,,,2.0,2.0,5.0,3.0
01056015,2136.0,1221.0,295.0,441.0,112.0,14.0,,,14.0,0.0,39.0,130.0
01056016,564.0,42.0,14.0,474.0,8.0,6.0,,,,4.0,17.0,3.0
01056017,1056.0,35.0,39.0,813.0,136.0,22.0,,2.0,,1.0,8.0,1.0
01056018,1258.0,435.0,124.0,637.0,4.0,41.0,,,,,18.0,24.0
01056019,1889.0,122.0,31.0,874.0,83.0,31.0,,,43.0,144.0,560.0,1.0
01056020,1808.0,105.0,86.0,1341.0,56.0,11.0,,,,128.0,81.0,5.0
01056021,1107.0,132.0,66.0,726.0,56.0,116.0,2.0,,1.0,1.0,5.0,4.0
01056022,1548.0,69.0,57.0,1021.0,370.0,4.0,6.0,0.0,3.0,1.0,15.0,9.0
01056023,538.0,120.0,39.0,328.0,29.0,9.0,,,0.0,4.0,9.0,4.0
01056024,996.0,143.0,135.0,495.0,194.0,17.0,,1.0,,1.0,11.0,2.0
01056025,421.0,47.0,23.0,3.0,0.0,6.0,,,,95.0,247.0,7.0
01056026,1641.0,131.0,68.0,1274.0,140.0,4.0,3.0,10.0,2.0,6.0,4.0,7.0
01056027,2410.0,83.0,31.0,1132.0,50.0,13.0,,,,287.0,814.0,1.0
01056028,1605.0,267.0,65.0,949.0,215.0,27.0,,45.0,,18.0,18.0,13.0
01056029,1079.0,159.0,55.0,728.0,78.0,36.0,0.0,0.0,2.0,4.0,17.0,2.0
01056030,1692.0,172.0,106.0,1317.0,27.0,36.0,,,0.0,4.0,30.0,9.0
01056031,677.0,122.0,44.0,450.0,41.0,12.0,,,,0.0,8.0,4.0
01056032,650.0,100.0,44.0,368.0,111.0,17.0,,1.0,,0.0,8.0,10.0
01056033,1157.0,66.0,28.0,1006.0,8.0,5.0,,,3.0,,41.0,5.0
01056034,1028.0,52.0,47.0,844.0,38.0,36.0,,,,1.0,9.0,1.0
01056035,2172.0,144.0,76.0,1592.0,336.0,9.0,,,3.0,1.0,11.0,2.0
01056036,1076.0,201.0,51.0,705.0,48.0,20.0,,,3.0,14.0,34.0,19.0
01056037,854.0,45.0,25.0,747.0,2.0,,,,0.0,0.0,34.0,1.0
01056038,638.0,31.0,32.0,559.0,3.0,3.0,,2.0,2.0,,8.0,3.0
01056039,2154.0,988.0,252.0,706.0,137.0,24.0,,,1.0,11.0,35.0,90.0
01056040,523.0,159.0,33.0,260.0,43.0,4.0,,,8.0,3.0,12.0,11.0
01056041,4316.0,1008.0,270.0,2137.0,599.0,208.0,50.0,1.0,0.0,3.0,39.0,78.0
01056042,1299.0,61.0,27.0,1172.0,1.0,3.0,,,1.0,3.0,32.0,3.0
01056043,1318.0,522.0,127.0,603.0,30.0,9.0,,,12.0,0.0,15.0,76.0
01056044,999.0,429.0,106.0,405.0,12.0,33.0,,,,,13.0,72.0
01056045,2336.0,67.0,33.0,1137.0,66.0,11.0,,1.0,130.0,217.0,674.0,2.0
01056046,689.0,51.0,40.0,547.0,14.0,30.0,,,,,6.0,1.0
01056047,1252.0,125.0,47.0,1018.0,38.0,5.0,,,2.0,2.0,15.0,7.0
01056048,2061.0,496.0,184.0,1060.0,249.0,49.0,,3.0,0.0,0.0,19.0,66.0
01056049,1143.0,505.0,97.0,473.0,36.0,9.0,,,2.0,2.0,19.0,74.0
01056050,3381.0,783.0,188.0,1310.0,341.0,39.0,,6.0,,55.0,658.0,123.0
01056051,937.0,75.0,41.0,723.0,32.0,2.0,,43.0,6.0,2.0,12.0,11.0
01057000,108356.0,7236.0,3290.0,73706.0,11930.0,345.0,9.0,148.0,334.0,316.0,11043.0,219.0
01057001,2094.0,147.0,54.0,1172.0,108.0,12.0,,,0.0,1.0,600.0,7.0
01057002,515.0,13.0,14.0,485.0,1.0,1.0,,,,,1.0,
01057003,873.0,31.0,20.0,786.0,13.0,0.0,,,3.0,1.0,19.0,0.0
01057004,2091.0,90.0,46.0,1235.0,200.0,24.0,,,10.0,19.0,465.0,0.0
01057005,1489.0,86.0,35.0,1069.0,130.0,2.0,,1.0,4.0,0.0,162.0,
01057006,441.0,14.0,10.0,415.0,2.0,,,,,,1.0,
01057007,3835.0,191.0,91.0,3157.0,237.0,3.0,,,18.0,17.0,120.0,0.0
01057008,2040.0,109.0,75.0,1539.0,296.0,0.0,2.0,0.0,0.0,2.0,16.0,1.0
01057009,2109.0,210.0,69.0,1395.0,259.0,4.0,,2.0,1.0,5.0,164.0,7.0
01057010,552.0,33.0,14.0,462.0,37.0,1.0,3.0,0.0,,1.0,1.0,2.0
01057011,1388.0,30.0,33.0,991.0,151.0,8.0,,,4.0,5.0,166.0,0.0
01057012,363.0,23.0,17.0,306.0,10.0,1.0,,,0.0,2.0,4.0,0.0
01057013,912.0,43.0,25.0,755.0,83.0,0.0,,0.0,2.0,,4.0,1.0
01057015,750.0,68.0,22.0,608.0,43.0,2.0,,3.0,1.0,,4.0,
01057016,2191.0,85.0,48.0,1190.0,498.0,2.0,,0.0,4.0,5.0,361.0,
01057017,430.0,25.0,15.0,380.0,8.0,0.0,,,,0.0,2.0,
01057018,360.0,9.0,7.0,339.0,0.0,2.0,,,2.0,0.0,0.0,
01057020,580.0,27.0,19.0,521.0,3.0,,,,,8.0,2.0,2.0
01057021,3281.0,91.0,66.0,1862.0,545.0,3.0,,11.0,19.0,2.0,682.0,3.0
01057022,2414.0,94.0,57.0,1722.0,282.0,1.0,,,8.0,11.0,239.0,4.0
01057023,293.0,17.0,7.0,262.0,4.0,2.0,,,0.0,,1.0,2.0
01057024,1317.0,39.0,42.0,1101.0,63.0,0.0,,62.0,,0.0,10.0,
01057025,1472.0,393.0,109.0,715.0,224.0,4.0,,0.0,5.0,4.0,17.0,8.0
01057026,1273.0,33.0,29.0,1018.0,174.0,3.0,,,2.0,0.0,14.0,
01057027,1093.0,37.0,35.0,794.0,209.0,2.0,,,8.0,0.0,8.0,0.0
01057028,563.0,29.0,16.0,513.0,1.0,1.0,,,,0.0,2.0,4.0
01057029,1054.0,92.0,38.0,791.0,104.0,0.0,,,7.0,10.0,13.0,3.0
01057030,875.0,189.0,37.0,365.0,103.0,2.0,,,60.0,16.0,103.0,0.0
01057031,1127.0,81.0,29.0,875.0,119.0,2.0,,3.0,8.0,,10.0,
01057032,1180.0,41.0,25.0,969.0,134.0,3.0,,0.0,1.0,1.0,7.0,1.0
01057033,216.0,36.0,13.0,97.0,6.0,1.0,,,20.0,,42.0,
01057034,1009.0,23.0,18.0,712.0,248.0,1.0,0.0,,0.0,1.0,6.0,
01057035,972.0,38.0,34.0,755.0,133.0,3.0,,,4.0,2.0,4.0,2.0
01057037,419.0,22.0,21.0,356.0,18.0,0.0,,,,,2.0,1.0
01057038,1152.0,32.0,20.0,852.0,153.0,2.0,,,1.0,0.0,91.0,0.0
01057039,1315.0,59.0,31.0,1050.0,170.0,0.0,,0.0,1.0,,4.0,0.0
01057040,445.0,22.0,11.0,399.0,10.0,0.0,,,,0.0,1.0,
01057041,548.0,31.0,14.0,495.0,1.0,2.0,,,,1.0,5.0,0.0
01057042,1681.0,53.0,31.0,1238.0,205.0,14.0,,2.0,3.0,0.0,136.0,3.0
01057043,523.0,138.0,37.0,261.0,1.0,43.0,,,,10.0,33.0,5.0
01057044,2597.0,30.0,28.0,1046.0,340.0,12.0,,,3.0,1.0,1138.0,0.0
01057045,1859.0,57.0,37.0,1299.0,181.0,1.0,,,3.0,,282.0,1.0
01057046,3138.0,118.0,65.0,2419.0,494.0,2.0,,,0.0,4.0,36.0,1.0
01057047,907.0,24.0,24.0,767.0,63.0,5.0,,1.0,2.0,0.0,22.0,1.0
01057048,615.0,226.0,58.0,298.0,14.0,3.0,,,8.0,4.0,4.0,11.0
01057049,323.0,18.0,17.0,284.0,1.0,,,,,1.0,3.0,
01057050,1954.0,79.0,33.0,1300.0,304.0,4.0,,,,1.0,233.0,0.0
01057051,278.0,106.0,32.0,84.0,9.0,16.0,,,,28.0,3.0,2.0
01057052,1428.0,53.0,26.0,1136.0,146.0,2.0,,2.0,2.0,2.0,60.0,3.0
01057053,2203.0,45.0,35.0,933.0,610.0,7.0,,5.0,3.0,0.0,565.0,1.0
01057054,647.0,30.0,30.0,520.0,41.0,3.0,,3.0,0.0,,21.0,
01057055,2280.0,150.0,84.0,1611.0,388.0,1.0,,2.0,1.0,5.0,39.0,0.0
01057056,432.0,22.0,11.0,241.0,3.0,0.0,,,,0.0,153.0,1.0
01057057,3676.0,331.0,88.0,216.0,191.0,14.0,1.0,0.0,6.0,0.0,2829.0,2.0
01057058,2462.0,40.0,52.0,1200.0,802.0,3.0,,,27.0,1.0,337.0,0.0
01057059,833.0,34.0,24.0,728.0,20.0,6.0,,0.0,2.0,2.0,16.0,0.0
01057060,477.0,24.0,12.0,437.0,2.0,,,,,,1.0,1.0
01057062,1440.0,461.0,122.0,512.0,107.0,4.0,,,11.0,1.0,222.0,27.0
01057063,1495.0,96.0,56.0,1037.0,200.0,2.0,,,1.0,1.0,101.0,2.0
01057065,1691.0,38.0,39.0,1348.0,203.0,13.0,,1.0,3.0,11.0,34.0,0.0
01057066,2001.0,181.0,57.0,1442.0,270.0,2.0,,,11.0,1.0,38.0,1.0
01057067,1179.0,41.0,26.0,847.0,97.0,18.0,,,1.0,1.0,148.0,0.0
01057068,1975.0,85.0,48.0,1645.0,175.0,0.0,,,4.0,,18.0,1.0
01057069,1313.0,80.0,50.0,1006.0,146.0,6.0,,4.0,,2.0,19.0,1.0
01057070,1045.0,80.0,46.0,748.0,70.0,4.0,,0.0,1.0,15.0,80.0,2.0
01057071,2673.0,96.0,64.0,2073.0,410.0,0.0,,,0.0,2.0,28.0,
01057072,799.0,35.0,18.0,660.0,76.0,0.0,,,0.0,8.0,3.0,
01057073,1163.0,286.0,94.0,721.0,22.0,5.0,,,2.0,14.0,19.0,16.0
01057074,1596.0,214.0,61.0,1139.0,133.0,1.0,,,6.0,8.0,35.0,15.0
01057076,1315.0,44.0,31.0,1066.0,117.0,3.0,,34.0,2.0,7.0,11.0,
01057077,433.0,91.0,21.0,280.0,39.0,1.0,,,0.0,0.0,2.0,10.0
01057078,797.0,45.0,30.0,702.0,8.0,0.0,,,,0.0,12.0,
01057079,381.0,53.0,15.0,299.0,0.0,,,,,6.0,8.0,2.0
01057080,2321.0,89.0,95.0,1638.0,277.0,19.0,,10.0,3.0,1.0,188.0,2.0
01057081,778.0,26.0,16.0,578.0,15.0,1.0,,,,0.0,142.0,1.0
01057082,758.0,43.0,22.0,674.0,0.0,3.0,,,0.0,8.0,7.0,3.0
01057083,510.0,23.0,13.0,445.0,26.0,0.0,,2.0,,,2.0,
01057084,1483.0,43.0,24.0,1046.0,136.0,11.0,,,7.0,,215.0,0.0
01057085,1334.0,144.0,50.0,1073.0,58.0,2.0,,,,4.0,4.0,21.0
01057086,398.0,18.0,16.0,361.0,2.0,1.0,,,,,1.0,
01057087,511.0,72.0,26.0,266.0,8.0,,,,14.0,44.0,81.0,2.0
01057088,918.0,90.0,59.0,729.0,12.0,3.0,4.0,1.0,0.0,3.0,18.0,
01057089,571.0,16.0,12.0,447.0,72.0,3.0,,,,,21.0,
01057090,2353.0,64.0,42.0,1536.0,413.0,2.0,,0.0,3.0,1.0,293.0,0.0
01057091,1781.0,475.0,149.0,862.0,242.0,8.0,,,10.0,3.0,33.0,33.0
01058000,218979.0,16465.0,8752.0,152856.0,24774.0,732.0,431.0,3113.0,407.0,1902.0,9547.0,935.0
01058001,1566.0,93.0,57.0,750.0,188.0,11.0,,0.0,,11.0,455.0,0.0
01058003,2042.0,169.0,123.0,1395.0,134.0,2.0,19.0,128.0,3.0,45.0,25.0,2.0
01058004,1213.0,78.0,46.0,606.0,412.0,,,1.0,1.0,19.0,52.0,0.0
01058005,1904.0,331.0,102.0,1140.0,266.0,1.0,,10.0,0.0,20.0,34.0,14.0
01058007,1210.0,34.0,43.0,962.0,154.0,2.0,,,0.0,,15.0,0.0
01058008,1039.0,67.0,37.0,697.0,213.0,0.0,10.0,5.0,4.0,3.0,4.0,1.0
01058009,4990.0,325.0,193.0,2939.0,1351.0,5.0,30.0,37.0,8.0,3.0,99.0,9.0
01058010,462.0,15.0,13.0,389.0,18.0,,,15.0,,1.0,11.0,
01058011,2536.0,110.0,76.0,1464.0,789.0,0.0,16.0,59.0,,0.0,21.0,3.0
01058012,1786.0,88.0,53.0,1399.0,136.0,,,,2.0,16.0,91.0,1.0
01058013,1196.0,45.0,57.0,788.0,109.0,15.0,,,0.0,126.0,56.0,0.0
01058014,2047.0,61.0,83.0,1612.0,238.0,4.0,0.0,11.0,,6.0,31.0,0.0
01058015,1429.0,64.0,51.0,974.0,229.0,5.0,,63.0,6.0,,38.0,0.0
01058016,927.0,42.0,19.0,685.0,177.0,0.0,,,,1.0,3.0,0.0
01058018,780.0,72.0,50.0,604.0,37.0,0.0,,,1.0,2.0,13.0,2.0
01058019,529.0,26.0,15.0,438.0,44.0,,,4.0,,0.0,2.0,
01058021,1527.0,57.0,48.0,1230.0,149.0,0.0,,20.0,1.0,2.0,21.0,
01058022,1017.0,277.0,84.0,418.0,106.0,1.0,,51.0,1.0,3.0,77.0,16.0
01058023,663.0,35.0,26.0,483.0,24.0,0.0,,37.0,1.0,3.0,53.0,2.0
01058024,915.0,115.0,57.0,681.0,11.0,2.0,,5.0,,7.0,37.0,7.0
01058025,1093.0,22.0,33.0,563.0,152.0,38.0,,1.0,,171.0,114.0,
01058026,2624.0,95.0,61.0,2141.0,160.0,,2.0,24.0,2.0,32.0,105.0,9.0
01058027,1366.0,39.0,64.0,858.0,335.0,0.0,56.0,0.0,,2.0,13.0,1.0
01058028,1243.0,86.0,58.0,981.0,94.0,3.0,,,14.0,0.0,7.0,7.0
01058029,1851.0,94.0,59.0,1387.0,15.0,13.0,7.0,86.0,1.0,49.0,140.0,1.0
01058030,2047.0,116.0,115.0,1282.0,396.0,9.0,,102.0,0.0,9.0,18.0,
01058031,466.0,13.0,16.0,380.0,50.0,0.0,,,,,5.0,
01058032,979.0,70.0,29.0,811.0,17.0,1.0,,,1.0,21.0,29.0,1.0
01058033,786.0,70.0,28.0,634.0,48.0,1.0,,,,0.0,4.0,1.0
01058034,648.0,381.0,74.0,94.0,25.0,0.0,,1.0,,7.0,66.0,71.0
01058035,1324.0,62.0,33.0,1038.0,48.0,0.0,,44.0,1.0,20.0,78.0,0.0
01058036,842.0,18.0,21.0,737.0,6.0,1.0,,44.0,,3.0,11.0,0.0
01058037,1571.0,248.0,60.0,1182.0,49.0,1.0,,,12.0,4.0,14.0,5.0
01058038,1062.0,51.0,72.0,619.0,186.0,0.0,,130.0,,0.0,4.0,8.0
